Latitude,Longitude,Diameter(m),Depth(m),Confidence
-84.9918609,25.3851437,9.299999999999999,4.799999999999999,0.43607813119888306
-84.993077,25.4014882,13.2,5.699999999999999,0.42116010189056396
-84.9918609,25.3851437,11.1,4.349999999999999,0.4134501814842224
-84.9969068,25.4206324,9.9,2.6999999999999993,0.3717995285987854
-84.9918609,25.3851437,8.1,3.4499999999999993,0.3572155833244324
-84.991544,25.3938483,64.8,9.449999999999998,0.35683754086494446
-84.9932091,25.4227221,55.8,10.499999999999998,0.3271031975746155
-84.9907776,25.3900288,71.39999999999999,43.349999999999994,0.31865575909614563
-84.9924427,25.4188992,10.5,3.8999999999999995,0.31644025444984436
-84.9969068,25.4206324,16.8,3.2999999999999994,0.2999059855937958
-84.991544,25.3938483,14.1,5.249999999999999,0.2961218059062958
-84.9965895,25.4293438,12.6,6.599999999999999,0.28594478964805603
-84.9962721,25.4380544,39.6,8.099999999999998,0.28370600938796997
-84.9969068,25.4206324,22.5,3.4499999999999993,0.266419380903244
-84.9950589,25.4216669,8.4,4.649999999999999,0.2555525600910187
